id,name,handle,location,contact_phone,contact_email,wallet,amount_inr,date,source_channel,snippet
10539,Vikram Reddy,@vikram_reddy_43,"Bengaluru, Karnataka",+917262996126,vikram.reddy17@secure-mail.org,0x3d550be6868999c158b3ed009825a5bbc1d6fe41,250000,2025-05-11T09:54:04,Crypto Exchange Node,"Consignment transit record #10539. Operative Contact: Vikram Reddy (@vikram_reddy_43), Phone: +917262996126, Email: vikram.reddy17@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0x3d550be6868999c158b3ed009825a5bbc1d6fe41. Valuation: INR 250,000."
10540,Sameer Malhotra,@sameer_malhotra_45,"Guwahati, Assam",+916426505273,sameer.malhotra397@secure-mail.org,0xb1a0ce34839a57a1edcc8142f746d28daa39eefe,75000,2025-07-19T06:42:41,Crypto Exchange Node,"Consignment transit record #10540. Operative Contact: Sameer Malhotra (@sameer_malhotra_45), Phone: +916426505273, Email: sameer.malhotra397@secure-mail.org, Location Corridor: Guwahati, Assam. Escrow settlement wallet: 0xb1a0ce34839a57a1edcc8142f746d28daa39eefe. Valuation: INR 75,000."
10541,Tanvi Chopra,@tanvi_chopra_85,"Agra, Uttar Pradesh",+917056376500,tanvi.chopra491@secure-mail.org,0x69ae3fa2942352018330a327bc78294d2d605de4,25000,2025-03-14T20:34:46,Encrypted Comm Desk,"Consignment transit record #10541. Operative Contact: Tanvi Chopra (@tanvi_chopra_85), Phone: +917056376500, Email: tanvi.chopra491@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0x69ae3fa2942352018330a327bc78294d2d605de4. Valuation: INR 25,000."
10542,Siddharth Sharma,@siddharth_sharma_14,"Ranchi, Jharkhand",+917461201032,siddharth.sharma107@secure-mail.org,0x10b65a2620f82c06705442284dda9db2812f7f42,250000,2025-07-25T21:21:06,Public Transit Logistics,"Consignment transit record #10542. Operative Contact: Siddharth Sharma (@siddharth_sharma_14), Phone: +917461201032, Email: siddharth.sharma107@secure-mail.org, Location Corridor: Ranchi, Jharkhand. Escrow settlement wallet: 0x10b65a2620f82c06705442284dda9db2812f7f42. Valuation: INR 250,000."
10543,Ananya Malhotra,@ananya_malhotra_30,"Meerut, Uttar Pradesh",+919470629001,ananya.malhotra719@secure-mail.org,0xeecf67c57dfcb9c82db8816538e3fa2cdaa8f38c,500000,2026-02-15T13:30:13,Metro Corridor Relay,"Consignment transit record #10543. Operative Contact: Ananya Malhotra (@ananya_malhotra_30), Phone: +919470629001, Email: ananya.malhotra719@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0xeecf67c57dfcb9c82db8816538e3fa2cdaa8f38c. Valuation: INR 500,000."
10544,Arjun Patel,@arjun_patel_48,"Vijayawada, Andhra Pradesh",+917581472292,arjun.patel292@secure-mail.org,0xb0280c7631dc67df3d33dc629694bd05cfe07057,50000,2025-05-13T06:49:27,Public Transit Logistics,"Consignment transit record #10544. Operative Contact: Arjun Patel (@arjun_patel_48), Phone: +917581472292, Email: arjun.patel292@secure-mail.org, Location Corridor: Vijayawada, Andhra Pradesh. Escrow settlement wallet: 0xb0280c7631dc67df3d33dc629694bd05cfe07057. Valuation: INR 50,000."
10545,Farhan Bose,@farhan_bose_50,"Mysore, Karnataka",+919807464402,farhan.bose843@secure-mail.org,0x7d3b02b988836d312a8571aefd3b3b65f6d7437c,50000,2025-11-28T10:33:41,Freight & Escrow Hub,"Consignment transit record #10545. Operative Contact: Farhan Bose (@farhan_bose_50), Phone: +919807464402, Email: farhan.bose843@secure-mail.org, Location Corridor: Mysore, Karnataka. Escrow settlement wallet: 0x7d3b02b988836d312a8571aefd3b3b65f6d7437c. Valuation: INR 50,000."
10546,Aditya Bhatia,@aditya_bhatia_33,"Hyderabad, Telangana",+917426505637,aditya.bhatia819@secure-mail.org,0x7cb10986acc44dd99b269913eefb7ca4f4a0127b,50000,2025-05-13T01:06:17,Global Trade Intercepts,"Consignment transit record #10546. Operative Contact: Aditya Bhatia (@aditya_bhatia_33), Phone: +917426505637, Email: aditya.bhatia819@secure-mail.org, Location Corridor: Hyderabad, Telangana. Escrow settlement wallet: 0x7cb10986acc44dd99b269913eefb7ca4f4a0127b. Valuation: INR 50,000."
10547,Farhan Rao,@farhan_rao_68,"Kanpur, Uttar Pradesh",+919694656322,farhan.rao187@secure-mail.org,0x0823a500a8e50f45bf6d7daa62ca32b4824733aa,1500000,2026-02-19T05:55:04,Supply Chain Monitor,"Consignment transit record #10547. Operative Contact: Farhan Rao (@farhan_rao_68), Phone: +919694656322, Email: farhan.rao187@secure-mail.org, Location Corridor: Kanpur, Uttar Pradesh. Escrow settlement wallet: 0x0823a500a8e50f45bf6d7daa62ca32b4824733aa. Valuation: INR 1,500,000."
10548,Sunita Joshi,@sunita_joshi_50,"Surat, Gujarat",+919860591172,sunita.joshi985@secure-mail.org,0x5835995bbc529b2399c9349df9cf4908c406ba21,1500000,2025-03-15T16:28:01,Global Trade Intercepts,"Consignment transit record #10548. Operative Contact: Sunita Joshi (@sunita_joshi_50), Phone: +919860591172, Email: sunita.joshi985@secure-mail.org, Location Corridor: Surat, Gujarat. Escrow settlement wallet: 0x5835995bbc529b2399c9349df9cf4908c406ba21. Valuation: INR 1,500,000."
10549,Manish Chawla,@manish_chawla_93,"Agra, Uttar Pradesh",+916559800759,manish.chawla19@secure-mail.org,0xa9b3658e560b54a2360c8cd7d2b0d75002b8e551,250000,2025-11-21T02:45:23,CyberShield Advisory,"Consignment transit record #10549. Operative Contact: Manish Chawla (@manish_chawla_93), Phone: +916559800759, Email: manish.chawla19@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0xa9b3658e560b54a2360c8cd7d2b0d75002b8e551. Valuation: INR 250,000."
10550,Farhan Nair,@farhan_nair_59,"Ghaziabad, Uttar Pradesh",+916446056041,farhan.nair217@secure-mail.org,0xd10632be9eee6bbe2410a1aa47e0285bfcff81ad,25000,2025-04-20T21:21:09,Public Transit Logistics,"Consignment transit record #10550. Operative Contact: Farhan Nair (@farhan_nair_59), Phone: +916446056041, Email: farhan.nair217@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0xd10632be9eee6bbe2410a1aa47e0285bfcff81ad. Valuation: INR 25,000."
10551,Meera Joshi,@meera_joshi_24,"Meerut, Uttar Pradesh",+917596064720,meera.joshi318@secure-mail.org,0x67b0d4590aa65d12467dc73daed3c5f3135c8875,120000,2025-02-26T04:44:57,CyberShield Advisory,"Consignment transit record #10551. Operative Contact: Meera Joshi (@meera_joshi_24), Phone: +917596064720, Email: meera.joshi318@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0x67b0d4590aa65d12467dc73daed3c5f3135c8875. Valuation: INR 120,000."
10552,Pooja Rao,@pooja_rao_87,"Hyderabad, Telangana",+917900193739,pooja.rao909@secure-mail.org,0x0fd709b46ea0fa542b689ee66a83338e84318519,120000,2025-07-29T19:41:39,Global Trade Intercepts,"Consignment transit record #10552. Operative Contact: Pooja Rao (@pooja_rao_87), Phone: +917900193739, Email: pooja.rao909@secure-mail.org, Location Corridor: Hyderabad, Telangana. Escrow settlement wallet: 0x0fd709b46ea0fa542b689ee66a83338e84318519. Valuation: INR 120,000."
10553,Aarav Chawla,@aarav_chawla_30,"Indore, Madhya Pradesh",+917478182099,aarav.chawla925@secure-mail.org,0x5885957fa59f83bf81bf409f582c861fa05c874e,1500000,2025-12-27T20:51:25,CyberShield Advisory,"Consignment transit record #10553. Operative Contact: Aarav Chawla (@aarav_chawla_30), Phone: +917478182099, Email: aarav.chawla925@secure-mail.org, Location Corridor: Indore, Madhya Pradesh. Escrow settlement wallet: 0x5885957fa59f83bf81bf409f582c861fa05c874e. Valuation: INR 1,500,000."
10554,Siddharth Patel,@siddharth_patel_15,"Guwahati, Assam",+918617903447,siddharth.patel158@secure-mail.org,0xdf51482b2487f3d4e48d5e2832b3ef70f0e1d3eb,500000,2025-02-22T10:42:09,Northern Route Dispatch,"Consignment transit record #10554. Operative Contact: Siddharth Patel (@siddharth_patel_15), Phone: +918617903447, Email: siddharth.patel158@secure-mail.org, Location Corridor: Guwahati, Assam. Escrow settlement wallet: 0xdf51482b2487f3d4e48d5e2832b3ef70f0e1d3eb. Valuation: INR 500,000."
10555,Vikram Bhatia,@vikram_bhatia_88,"Visakhapatnam, Andhra Pradesh",+916852322066,vikram.bhatia752@secure-mail.org,0x8b309a74ea1552e53cc19acaefeccc4ffa9971b1,75000,2025-07-10T07:29:54,CyberShield Advisory,"Consignment transit record #10555. Operative Contact: Vikram Bhatia (@vikram_bhatia_88), Phone: +916852322066, Email: vikram.bhatia752@secure-mail.org, Location Corridor: Visakhapatnam, Andhra Pradesh. Escrow settlement wallet: 0x8b309a74ea1552e53cc19acaefeccc4ffa9971b1. Valuation: INR 75,000."
10556,Tanvi Yadav,@tanvi_yadav_42,"Jaipur, Rajasthan",+919711980066,tanvi.yadav213@secure-mail.org,0x622273799adf920ac23a84fcd3cc2cce5218acf0,50000,2025-04-08T02:07:13,Metro Corridor Relay,"Consignment transit record #10556. Operative Contact: Tanvi Yadav (@tanvi_yadav_42), Phone: +919711980066, Email: tanvi.yadav213@secure-mail.org, Location Corridor: Jaipur, Rajasthan. Escrow settlement wallet: 0x622273799adf920ac23a84fcd3cc2cce5218acf0. Valuation: INR 50,000."
10557,Priya Bose,@priya_bose_59,"Lucknow, Uttar Pradesh",+918031532536,priya.bose966@secure-mail.org,0x751240db33022195aebb33ed43a6a0bc7b34db47,250000,2025-09-16T14:07:35,Freight & Escrow Hub,"Consignment transit record #10557. Operative Contact: Priya Bose (@priya_bose_59), Phone: +918031532536, Email: priya.bose966@secure-mail.org, Location Corridor: Lucknow, Uttar Pradesh. Escrow settlement wallet: 0x751240db33022195aebb33ed43a6a0bc7b34db47. Valuation: INR 250,000."
10558,Rahul Mehta,@rahul_mehta_33,"Mumbai, Maharashtra",+919840819414,rahul.mehta761@secure-mail.org,0x1eb5d779b214e71bfcdca43724ffb1b3f1d778e4,1500000,2025-06-11T00:34:42,CyberShield Advisory,"Consignment transit record #10558. Operative Contact: Rahul Mehta (@rahul_mehta_33), Phone: +919840819414, Email: rahul.mehta761@secure-mail.org, Location Corridor: Mumbai, Maharashtra. Escrow settlement wallet: 0x1eb5d779b214e71bfcdca43724ffb1b3f1d778e4. Valuation: INR 1,500,000."
10559,Karan Gupta,@karan_gupta_38,"Jaipur, Rajasthan",+917401272330,karan.gupta387@secure-mail.org,0x65b6d948c5212df65a72281938849875a793119f,850000,2025-01-11T21:19:35,Encrypted Comm Desk,"Consignment transit record #10559. Operative Contact: Karan Gupta (@karan_gupta_38), Phone: +917401272330, Email: karan.gupta387@secure-mail.org, Location Corridor: Jaipur, Rajasthan. Escrow settlement wallet: 0x65b6d948c5212df65a72281938849875a793119f. Valuation: INR 850,000."
10560,Karan Verma,@karan_verma_58,"Srinagar, Jammu & Kashmir",+918177898730,karan.verma110@secure-mail.org,0xf51a00f5040cd491c980ea4300bd1e523be29615,75000,2025-01-21T04:10:41,Freight & Escrow Hub,"Consignment transit record #10560. Operative Contact: Karan Verma (@karan_verma_58), Phone: +918177898730, Email: karan.verma110@secure-mail.org, Location Corridor: Srinagar, Jammu & Kashmir. Escrow settlement wallet: 0xf51a00f5040cd491c980ea4300bd1e523be29615. Valuation: INR 75,000."
10561,Arjun Bhatia,@arjun_bhatia_27,"Indore, Madhya Pradesh",+918416457193,arjun.bhatia646@secure-mail.org,0xce4826deba1e28d78f1fab03832908e85d5c084c,75000,2025-05-07T20:31:56,Global Trade Intercepts,"Consignment transit record #10561. Operative Contact: Arjun Bhatia (@arjun_bhatia_27), Phone: +918416457193, Email: arjun.bhatia646@secure-mail.org, Location Corridor: Indore, Madhya Pradesh. Escrow settlement wallet: 0xce4826deba1e28d78f1fab03832908e85d5c084c. Valuation: INR 75,000."
10562,Priya Deshmukh,@priya_deshmukh_42,"Pune, Maharashtra",+916628957698,priya.deshmukh905@secure-mail.org,0x7d44489bf89829b048b64deac0f3e57e34f4ff80,1500000,2026-01-25T12:42:06,Metro Corridor Relay,"Consignment transit record #10562. Operative Contact: Priya Deshmukh (@priya_deshmukh_42), Phone: +916628957698, Email: priya.deshmukh905@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x7d44489bf89829b048b64deac0f3e57e34f4ff80. Valuation: INR 1,500,000."
10563,Vikram Deshmukh,@vikram_deshmukh_98,"Jabalpur, Madhya Pradesh",+916981143795,vikram.deshmukh723@secure-mail.org,0xb528e841532c9cfccf4731df4a7ffd9f860d4c4b,500000,2025-07-17T06:58:53,Northern Route Dispatch,"Consignment transit record #10563. Operative Contact: Vikram Deshmukh (@vikram_deshmukh_98), Phone: +916981143795, Email: vikram.deshmukh723@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0xb528e841532c9cfccf4731df4a7ffd9f860d4c4b. Valuation: INR 500,000."
10564,Siddharth Malhotra,@siddharth_malhotra_95,"Madurai, Tamil Nadu",+919604334360,siddharth.malhotra460@secure-mail.org,0xf788b8509f3ee62e1e17a2d23f2410f59048b0ef,850000,2025-03-29T19:53:53,Crypto Exchange Node,"Consignment transit record #10564. Operative Contact: Siddharth Malhotra (@siddharth_malhotra_95), Phone: +919604334360, Email: siddharth.malhotra460@secure-mail.org, Location Corridor: Madurai, Tamil Nadu. Escrow settlement wallet: 0xf788b8509f3ee62e1e17a2d23f2410f59048b0ef. Valuation: INR 850,000."
10565,Tanvi Malhotra,@tanvi_malhotra_43,"Meerut, Uttar Pradesh",+918533517455,tanvi.malhotra764@secure-mail.org,0xfa2319f944a55818080c40e3fb68565135e7491f,120000,2025-12-02T01:04:45,Metro Corridor Relay,"Consignment transit record #10565. Operative Contact: Tanvi Malhotra (@tanvi_malhotra_43), Phone: +918533517455, Email: tanvi.malhotra764@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0xfa2319f944a55818080c40e3fb68565135e7491f. Valuation: INR 120,000."
10566,Rohan Joshi,@rohan_joshi_72,"Navi Mumbai, Maharashtra",+918599859617,rohan.joshi198@secure-mail.org,0x27a8ec9096ed3f067ddf6ffdf76e3b235590a899,850000,2025-12-12T17:57:23,Encrypted Comm Desk,"Consignment transit record #10566. Operative Contact: Rohan Joshi (@rohan_joshi_72), Phone: +918599859617, Email: rohan.joshi198@secure-mail.org, Location Corridor: Navi Mumbai, Maharashtra. Escrow settlement wallet: 0x27a8ec9096ed3f067ddf6ffdf76e3b235590a899. Valuation: INR 850,000."
10567,Pooja Khan,@pooja_khan_79,"Jabalpur, Madhya Pradesh",+916214857213,pooja.khan961@secure-mail.org,0x6c9348541eee7cd972a5436a557422f4eed2c39b,850000,2025-02-22T04:15:07,Crypto Exchange Node,"Consignment transit record #10567. Operative Contact: Pooja Khan (@pooja_khan_79), Phone: +916214857213, Email: pooja.khan961@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0x6c9348541eee7cd972a5436a557422f4eed2c39b. Valuation: INR 850,000."
10568,Farhan Chopra,@farhan_chopra_77,"Moradabad, Uttar Pradesh",+918551849663,farhan.chopra969@secure-mail.org,0xfed35de8560d4994247c8ab3a28565cca95b2ae4,75000,2025-03-16T04:43:15,Supply Chain Monitor,"Consignment transit record #10568. Operative Contact: Farhan Chopra (@farhan_chopra_77), Phone: +918551849663, Email: farhan.chopra969@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0xfed35de8560d4994247c8ab3a28565cca95b2ae4. Valuation: INR 75,000."
10569,Farhan Joshi,@farhan_joshi_86,"Rajkot, Gujarat",+918159497876,farhan.joshi87@secure-mail.org,0x10464a1dfa0909fa5bbffccd7ff7d8f194c5d359,25000,2026-02-09T11:30:38,Northern Route Dispatch,"Consignment transit record #10569. Operative Contact: Farhan Joshi (@farhan_joshi_86), Phone: +918159497876, Email: farhan.joshi87@secure-mail.org, Location Corridor: Rajkot, Gujarat. Escrow settlement wallet: 0x10464a1dfa0909fa5bbffccd7ff7d8f194c5d359. Valuation: INR 25,000."
10570,Neha Patel,@neha_patel_65,"Meerut, Uttar Pradesh",+917477730310,neha.patel476@secure-mail.org,0x7a18d91ca37fc3799dae46513dbc43f30e3b7e6a,250000,2025-08-23T20:54:42,Public Transit Logistics,"Consignment transit record #10570. Operative Contact: Neha Patel (@neha_patel_65), Phone: +917477730310, Email: neha.patel476@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0x7a18d91ca37fc3799dae46513dbc43f30e3b7e6a. Valuation: INR 250,000."
10571,Rohan Rao,@rohan_rao_59,"Dhanbad, Jharkhand",+917888736658,rohan.rao259@secure-mail.org,0xc5e233e999090e64b3b51fcc31bbee7302484698,25000,2025-04-26T20:26:56,Public Transit Logistics,"Consignment transit record #10571. Operative Contact: Rohan Rao (@rohan_rao_59), Phone: +917888736658, Email: rohan.rao259@secure-mail.org, Location Corridor: Dhanbad, Jharkhand. Escrow settlement wallet: 0xc5e233e999090e64b3b51fcc31bbee7302484698. Valuation: INR 25,000."
10572,Aditya Reddy,@aditya_reddy_90,"Lucknow, Uttar Pradesh",+919174172405,aditya.reddy866@secure-mail.org,0xc29c2dff44ff9c2b52776d52f4a8accd272370ee,50000,2025-01-23T02:22:27,Metro Corridor Relay,"Consignment transit record #10572. Operative Contact: Aditya Reddy (@aditya_reddy_90), Phone: +919174172405, Email: aditya.reddy866@secure-mail.org, Location Corridor: Lucknow, Uttar Pradesh. Escrow settlement wallet: 0xc29c2dff44ff9c2b52776d52f4a8accd272370ee. Valuation: INR 50,000."
10573,Pooja Singh,@pooja_singh_87,"Chennai, Tamil Nadu",+919776268242,pooja.singh139@secure-mail.org,0xb1ab172fceff60fabdb3ae8e5cf9b5d819738b28,120000,2025-09-26T01:09:36,CyberShield Advisory,"Consignment transit record #10573. Operative Contact: Pooja Singh (@pooja_singh_87), Phone: +919776268242, Email: pooja.singh139@secure-mail.org, Location Corridor: Chennai, Tamil Nadu. Escrow settlement wallet: 0xb1ab172fceff60fabdb3ae8e5cf9b5d819738b28. Valuation: INR 120,000."
10574,Neha Bhatia,@neha_bhatia_82,"Srinagar, Jammu & Kashmir",+918755980657,neha.bhatia233@secure-mail.org,0x067b84a577533bd24c29ac808500c0bb26664ab0,500000,2025-02-07T06:21:54,Global Trade Intercepts,"Consignment transit record #10574. Operative Contact: Neha Bhatia (@neha_bhatia_82), Phone: +918755980657, Email: neha.bhatia233@secure-mail.org, Location Corridor: Srinagar, Jammu & Kashmir. Escrow settlement wallet: 0x067b84a577533bd24c29ac808500c0bb26664ab0. Valuation: INR 500,000."
10575,Dev Rao,@dev_rao_36,"Jaipur, Rajasthan",+919020152886,dev.rao795@secure-mail.org,0x2ffb737d43324f4e14f689a1d21cd3d65b3801a7,250000,2026-02-21T19:49:14,Encrypted Comm Desk,"Consignment transit record #10575. Operative Contact: Dev Rao (@dev_rao_36), Phone: +919020152886, Email: dev.rao795@secure-mail.org, Location Corridor: Jaipur, Rajasthan. Escrow settlement wallet: 0x2ffb737d43324f4e14f689a1d21cd3d65b3801a7. Valuation: INR 250,000."
10576,Ananya Bose,@ananya_bose_94,"Agra, Uttar Pradesh",+917130725963,ananya.bose368@secure-mail.org,0x957c9eecb19fd294168855c2a38946d455c1b835,50000,2025-03-24T22:19:31,CyberShield Advisory,"Consignment transit record #10576. Operative Contact: Ananya Bose (@ananya_bose_94), Phone: +917130725963, Email: ananya.bose368@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0x957c9eecb19fd294168855c2a38946d455c1b835. Valuation: INR 50,000."
10577,Ananya Chopra,@ananya_chopra_24,"Srinagar, Jammu & Kashmir",+916758788702,ananya.chopra642@secure-mail.org,0xfa9f65277fc078ef32ced5c76c8a34f5073445f6,250000,2025-10-14T09:06:56,Encrypted Comm Desk,"Consignment transit record #10577. Operative Contact: Ananya Chopra (@ananya_chopra_24), Phone: +916758788702, Email: ananya.chopra642@secure-mail.org, Location Corridor: Srinagar, Jammu & Kashmir. Escrow settlement wallet: 0xfa9f65277fc078ef32ced5c76c8a34f5073445f6. Valuation: INR 250,000."
10578,Kavita Mehta,@kavita_mehta_89,"Madurai, Tamil Nadu",+918704782881,kavita.mehta56@secure-mail.org,0xdf5e481c2ecb7b8c2f91ab61008fb1df14ef668e,50000,2026-01-06T06:38:19,Freight & Escrow Hub,"Consignment transit record #10578. Operative Contact: Kavita Mehta (@kavita_mehta_89), Phone: +918704782881, Email: kavita.mehta56@secure-mail.org, Location Corridor: Madurai, Tamil Nadu. Escrow settlement wallet: 0xdf5e481c2ecb7b8c2f91ab61008fb1df14ef668e. Valuation: INR 50,000."
10579,Vikram Singh,@vikram_singh_10,"Vijayawada, Andhra Pradesh",+916311667479,vikram.singh49@secure-mail.org,0x2a4298a55989b3faee7bd075f0fe39bc7f5073cf,500000,2025-06-22T04:08:16,Supply Chain Monitor,"Consignment transit record #10579. Operative Contact: Vikram Singh (@vikram_singh_10), Phone: +916311667479, Email: vikram.singh49@secure-mail.org, Location Corridor: Vijayawada, Andhra Pradesh. Escrow settlement wallet: 0x2a4298a55989b3faee7bd075f0fe39bc7f5073cf. Valuation: INR 500,000."
10580,Riya Verma,@riya_verma_10,"Gwalior, Madhya Pradesh",+917505884020,riya.verma45@secure-mail.org,0xe7c697e48071191892fffc113480b9156b4c7de8,1500000,2025-07-05T05:29:52,CyberShield Advisory,"Consignment transit record #10580. Operative Contact: Riya Verma (@riya_verma_10), Phone: +917505884020, Email: riya.verma45@secure-mail.org, Location Corridor: Gwalior, Madhya Pradesh. Escrow settlement wallet: 0xe7c697e48071191892fffc113480b9156b4c7de8. Valuation: INR 1,500,000."
10581,Pooja Chopra,@pooja_chopra_69,"Nashik, Maharashtra",+919373975621,pooja.chopra892@secure-mail.org,0x74b1bd7c66d252057bef6fc888b20b35ff31c457,250000,2025-12-22T07:45:30,Supply Chain Monitor,"Consignment transit record #10581. Operative Contact: Pooja Chopra (@pooja_chopra_69), Phone: +919373975621, Email: pooja.chopra892@secure-mail.org, Location Corridor: Nashik, Maharashtra. Escrow settlement wallet: 0x74b1bd7c66d252057bef6fc888b20b35ff31c457. Valuation: INR 250,000."
10582,Sunita Mehta,@sunita_mehta_62,"Bengaluru, Karnataka",+916104074492,sunita.mehta354@secure-mail.org,0xbcc08bdb0a3ac721f1a67f457de7d05cddc46cc1,1500000,2025-04-26T19:30:39,Northern Route Dispatch,"Consignment transit record #10582. Operative Contact: Sunita Mehta (@sunita_mehta_62), Phone: +916104074492, Email: sunita.mehta354@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0xbcc08bdb0a3ac721f1a67f457de7d05cddc46cc1. Valuation: INR 1,500,000."
10583,Meera Chopra,@meera_chopra_27,"Varanasi, Uttar Pradesh",+917696367271,meera.chopra50@secure-mail.org,0x688845908cf5b5a92e0d277fd2224bb93ba4294a,50000,2025-03-18T06:52:35,CyberShield Advisory,"Consignment transit record #10583. Operative Contact: Meera Chopra (@meera_chopra_27), Phone: +917696367271, Email: meera.chopra50@secure-mail.org, Location Corridor: Varanasi, Uttar Pradesh. Escrow settlement wallet: 0x688845908cf5b5a92e0d277fd2224bb93ba4294a. Valuation: INR 50,000."
10584,Sameer Bose,@sameer_bose_38,"Vadodara, Gujarat",+916434487710,sameer.bose848@secure-mail.org,0xdc7e82bdc606c04ccd169cba7ecee9b48eed1f54,120000,2025-12-15T21:12:32,Global Trade Intercepts,"Consignment transit record #10584. Operative Contact: Sameer Bose (@sameer_bose_38), Phone: +916434487710, Email: sameer.bose848@secure-mail.org, Location Corridor: Vadodara, Gujarat. Escrow settlement wallet: 0xdc7e82bdc606c04ccd169cba7ecee9b48eed1f54. Valuation: INR 120,000."
10585,Nikhil Khan,@nikhil_khan_48,"Faridabad, Haryana",+919157809193,nikhil.khan907@secure-mail.org,0x0b77ea2f9c82b971925de863dcb3d785a734d4cc,1500000,2026-01-07T23:42:10,Encrypted Comm Desk,"Consignment transit record #10585. Operative Contact: Nikhil Khan (@nikhil_khan_48), Phone: +919157809193, Email: nikhil.khan907@secure-mail.org, Location Corridor: Faridabad, Haryana. Escrow settlement wallet: 0x0b77ea2f9c82b971925de863dcb3d785a734d4cc. Valuation: INR 1,500,000."
10586,Sunita Nair,@sunita_nair_99,"Ludhiana, Punjab",+917538361252,sunita.nair336@secure-mail.org,0xef3a005efb4b6875858ae57b5236ac605a04c0bf,850000,2025-02-03T13:23:56,Encrypted Comm Desk,"Consignment transit record #10586. Operative Contact: Sunita Nair (@sunita_nair_99), Phone: +917538361252, Email: sunita.nair336@secure-mail.org, Location Corridor: Ludhiana, Punjab. Escrow settlement wallet: 0xef3a005efb4b6875858ae57b5236ac605a04c0bf. Valuation: INR 850,000."
10587,Sameer Deshmukh,@sameer_deshmukh_41,"Bengaluru, Karnataka",+918235544714,sameer.deshmukh248@secure-mail.org,0x904b36daeb22007b70bc0d4919bb453efb39389c,500000,2025-02-27T06:49:04,Supply Chain Monitor,"Consignment transit record #10587. Operative Contact: Sameer Deshmukh (@sameer_deshmukh_41), Phone: +918235544714, Email: sameer.deshmukh248@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0x904b36daeb22007b70bc0d4919bb453efb39389c. Valuation: INR 500,000."
10588,Riya Malhotra,@riya_malhotra_60,"Howrah, West Bengal",+919266499299,riya.malhotra72@secure-mail.org,0x8ff62b99f22fb540608c399a5ceb4c6f6741916d,500000,2025-03-04T14:45:43,Freight & Escrow Hub,"Consignment transit record #10588. Operative Contact: Riya Malhotra (@riya_malhotra_60), Phone: +919266499299, Email: riya.malhotra72@secure-mail.org, Location Corridor: Howrah, West Bengal. Escrow settlement wallet: 0x8ff62b99f22fb540608c399a5ceb4c6f6741916d. Valuation: INR 500,000."
10589,Neha Yadav,@neha_yadav_89,"Chennai, Tamil Nadu",+916901217572,neha.yadav418@secure-mail.org,0xa6d51eb587119af020c25ae5c144e2d5cb1360d9,50000,2025-07-14T08:04:52,Metro Corridor Relay,"Consignment transit record #10589. Operative Contact: Neha Yadav (@neha_yadav_89), Phone: +916901217572, Email: neha.yadav418@secure-mail.org, Location Corridor: Chennai, Tamil Nadu. Escrow settlement wallet: 0xa6d51eb587119af020c25ae5c144e2d5cb1360d9. Valuation: INR 50,000."
10590,Karan Deshmukh,@karan_deshmukh_41,"Jabalpur, Madhya Pradesh",+917685825027,karan.deshmukh958@secure-mail.org,0xd0866c2ad34c3444910c1ffc0a69d781062fc7c9,75000,2025-02-14T07:49:27,Freight & Escrow Hub,"Consignment transit record #10590. Operative Contact: Karan Deshmukh (@karan_deshmukh_41), Phone: +917685825027, Email: karan.deshmukh958@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0xd0866c2ad34c3444910c1ffc0a69d781062fc7c9. Valuation: INR 75,000."
10591,Priya Yadav,@priya_yadav_47,"Hyderabad, Telangana",+917283957724,priya.yadav818@secure-mail.org,0x70e617241ea87cfd1d755be347248666563ba1a1,500000,2025-10-30T22:07:27,Supply Chain Monitor,"Consignment transit record #10591. Operative Contact: Priya Yadav (@priya_yadav_47), Phone: +917283957724, Email: priya.yadav818@secure-mail.org, Location Corridor: Hyderabad, Telangana. Escrow settlement wallet: 0x70e617241ea87cfd1d755be347248666563ba1a1. Valuation: INR 500,000."
